word	prior
piper	0.92257
joker	0.92257
pilaf	0.921694
clink	0.921546
barre	0.921251
quack	0.921251
droop	0.921103
rouge	0.920806
rebar	0.920806
pouty	0.920657
anvil	0.920657
chock	0.920358
batty	0.920209
taffy	0.920209
chaff	0.919757
quill	0.919757
stunk	0.919455
godly	0.919151
paler	0.918846
annul	0.918693
saner	0.91854
jetty	0.918386
squab	0.918233
shiva	0.918079
merch	0.917924
shill	0.917924
sissy	0.917924
crock	0.917769
mousy	0.917614
filmy	0.917614
lance	0.917459
lasso	0.917459
arbor	0.917318
sitar	0.917304
trawl	0.917148
slurp	0.917148
hokum	0.917148
remit	0.916991
unlit	0.916835
raven	0.916678
decal	0.916364
foist	0.916364
moped	0.916364
minty	0.916364
synth	0.916364
aorta	0.916206
bugle	0.916206
strum	0.915731
fount	0.915731
mopey	0.915094
sulky	0.914934
adobo	0.914934
peeve	0.914934
olden	0.914614
dwelt	0.914614
manse	0.914453
llama	0.913969
gruel	0.913644
otter	0.913482
rotor	0.913319
bicep	0.913156
friar	0.913156
pygmy	0.912992
wacko	0.912664
exalt	0.9125
pinky	0.91217
gaily	0.912004
bocce	0.912004
prawn	0.911838
atoll	0.911838
allot	0.911672
rower	0.911672
agita	0.911672
aping	0.911505
botch	0.911505
roman	0.911338
dolly	0.911171
manna	0.911171
roach	0.911003
ahold	0.911003
twill	0.910667
joust	0.910498
tibia	0.910498
deign	0.910329
slunk	0.910329
spool	0.910329
igloo	0.910329
panko	0.909989
cuter	0.909818
bloke	0.909647
dumpy	0.909132
downy	0.908959
toner	0.908786
magma	0.908612
staph	0.908438
lucre	0.908263
chive	0.908088
abbot	0.908088
dotty	0.90756
decaf	0.907383
octet	0.907383
caddy	0.907383
inlay	0.907027
henna	0.907027
gimme	0.907027
fjord	0.907027
letup	0.906848
flint	0.906669
piney	0.906489
bluer	0.905946
billy	0.905946
ulnar	0.905763
wiper	0.905763
shuck	0.905763
snore	0.905581
sinew	0.905581
knead	0.905581
exult	0.905581
sidle	0.905397
crema	0.905397
golly	0.905397
snipe	0.905028
wanly	0.905028
batik	0.905028
rebus	0.904843
flyby	0.904657
terry	0.90447
sloop	0.90447
boson	0.90447
bream	0.904282
ombre	0.904282
diode	0.903905
stilt	0.903525
hydro	0.903525
vixen	0.903525
ricin	0.903334
icily	0.903334
kudzu	0.903334
mealy	0.903142
peony	0.903142
ditsy	0.902949
emote	0.902949
carol	0.902562
steed	0.902562
oldie	0.902171
amity	0.902171
gnome	0.902171
bylaw	0.902171
shunt	0.901974
gully	0.901974
saggy	0.901776
junky	0.901776
bento	0.901577
clank	0.901577
ancho	0.901577
amour	0.901378
stank	0.901378
ovary	0.901378
tabby	0.901378
spelt	0.901178
dacha	0.901178
patsy	0.900976
newsy	0.900976
lathe	0.900774
snafu	0.900774
hippo	0.900367
inter	0.900161
ochre	0.900161
aspen	0.89933
croak	0.89933
dishy	0.89933
flack	0.89933
leper	0.898908
belch	0.898908
fluky	0.898481
splat	0.898266
grout	0.898266
folic	0.898266
basal	0.898266
winch	0.897832
ditzy	0.897832
scone	0.897613
dinky	0.897613
sudsy	0.897613
dross	0.897393
hissy	0.897393
smelt	0.897171
demur	0.897171
bravo	0.897171
carom	0.896724
dully	0.896724
bobby	0.896724
pinto	0.896499
ficus	0.896499
kaput	0.896043
usury	0.896043
rearm	0.895814
jowly	0.895814
pylon	0.895582
pokey	0.895582
eying	0.895582
goner	0.895349
doula	0.895349
cutup	0.895115
synod	0.894879
spank	0.894879
kugel	0.894879
tepee	0.894879
impel	0.894641
hovel	0.894641
islet	0.894402
flunk	0.894161
mirin	0.893918
swill	0.893918
yucky	0.893674
mochi	0.893428
rivet	0.89318
tatty	0.89293
untie	0.892678
synch	0.892678
dunce	0.892424
crier	0.892424
skeet	0.892424
bongo	0.892424
prong	0.892168
glade	0.89191
mangy	0.89191
tarry	0.891651
befit	0.891389
recut	0.891125
rayon	0.891125
viper	0.891125
chomp	0.891125
emcee	0.891125
gable	0.890858
slosh	0.890858
rummy	0.890858
hyena	0.89059
hooey	0.89059
edema	0.89059
gecko	0.890319
krill	0.890319
gushy	0.890319
shrew	0.890045
gofer	0.890045
bidet	0.88977
stork	0.88977
loamy	0.889492
ember	0.889492
punny	0.889492
lipid	0.889211
cleat	0.888928
aspic	0.888928
scuff	0.888928
busty	0.888642
boggy	0.888642
slake	0.888354
divan	0.888354
riper	0.888063
koala	0.888063
shush	0.888063
baste	0.887769
coven	0.887769
unhip	0.887769
agate	0.887172
julep	0.887172
ovoid	0.887172
satyr	0.88687
mucky	0.88687
hutch	0.88687
clack	0.886564
morel	0.885943
capri	0.885943
leech	0.885943
cacti	0.885943
sunup	0.885943
fudgy	0.885943
momma	0.885628
begot	0.884987
porky	0.884987
runup	0.884987
kazoo	0.884661
cutie	0.884332
prude	0.884332
crone	0.883999
snaky	0.883999
frill	0.883999
larva	0.883663
skulk	0.883663
boffo	0.883323
bleat	0.88263
divot	0.88263
twain	0.882278
guano	0.881921
softy	0.881921
omega	0.88156
moony	0.88156
refit	0.880825
ascot	0.880825
etude	0.880825
spore	0.88045
celeb	0.88045
nippy	0.88045
hubby	0.880071
ghoul	0.879687
beady	0.879298
balsa	0.879298
colic	0.879298
macaw	0.879298
rebid	0.878903
tubby	0.878903
hooch	0.878903
bleep	0.878504
elope	0.878099
egret	0.878099
tithe	0.878099
scamp	0.878099
yahoo	0.878099
babka	0.878099
primo	0.877689
umber	0.877689
miler	0.877273
cubby	0.877273
elide	0.876851
betel	0.876851
finch	0.876851
byway	0.876851
goopy	0.876423
alder	0.875989
panty	0.875989
tuber	0.875549
folio	0.875102
quant	0.874649
molar	0.874189
donut	0.873722
bitty	0.873722
ambit	0.873248
miter	0.872767
caulk	0.872767
sally	0.872767
huffy	0.872767
fritz	0.872278
zilch	0.872278
quaff	0.872278
coder	0.871782
seder	0.871782
amaro	0.871782
vampy	0.871277
filer	0.870764
corgi	0.870764
lemur	0.870243
splay	0.870243
grift	0.870243
gassy	0.869713
thine	0.869175
shoal	0.869175
miser	0.868627
natal	0.868627
louse	0.86807
latke	0.86807
bezel	0.86807
gator	0.867503
bilge	0.867503
psalm	0.867503
clunk	0.867503
squib	0.867503
hoppy	0.867503
cluck	0.867503
polyp	0.866926
dreck	0.866339
hydra	0.866339
pleat	0.865742
voile	0.865742
clave	0.865742
aloha	0.865742
tater	0.864514
yodel	0.864514
quark	0.864514
malty	0.863883
nacho	0.863883
xenon	0.863883
ruing	0.86324
knish	0.86324
grump	0.86324
carny	0.862585
venti	0.862585
cuing	0.862585
reiki	0.861917
exurb	0.861917
wooly	0.861917
assay	0.861917
kiddo	0.861917
serif	0.861236
fleck	0.861236
inapt	0.860542
admin	0.860542
plonk	0.860542
klutz	0.860542
singe	0.859835
larch	0.859835
toddy	0.859835
gabby	0.859835
daunt	0.859113
enema	0.859113
topaz	0.859113
stein	0.858376
radon	0.858376
mosey	0.857624
frizz	0.857624
acing	0.856857
dippy	0.856857
rosin	0.856073
copse	0.855273
stele	0.855273
unzip	0.855273
gussy	0.855273
wormy	0.854456
bough	0.854456
hertz	0.85362
lotto	0.852767
carat	0.851894
scrip	0.851894
whorl	0.851894
soppy	0.851894
choux	0.851894
civet	0.851002
harpy	0.851002
frond	0.851002
argon	0.850089
silty	0.849156
roust	0.846221
smite	0.846221
frise	0.846221
clime	0.846221
swami	0.846221
dally	0.846221
qualm	0.846221
poofy	0.845196
toady	0.844146
luger	0.844146
flowy	0.844146
hippy	0.844146
ninny	0.844146
cairn	0.843069
popup	0.843069
prion	0.841966
doily	0.841966
myrrh	0.841966
udder	0.840835
axing	0.840835
agora	0.839675
golem	0.838484
bower	0.838484
savoy	0.838484
cress	0.838484
wurst	0.837263
unsee	0.837263
plink	0.837263
burro	0.837263
tubal	0.836009
dater	0.834721
bandy	0.834721
faker	0.833399
ethyl	0.833399
plait	0.83204
tromp	0.83204
cavil	0.83204
briar	0.83204
codex	0.83204
duchy	0.83204
biter	0.830643
droit	0.829207
getup	0.829207
bendy	0.829207
droid	0.829207
boron	0.829207
carob	0.82773
scree	0.82773
capon	0.82773
ruder	0.82773
licit	0.82773
gamey	0.82621
auger	0.824645
spilt	0.824645
swain	0.823034
aphid	0.821375
cadge	0.819665
warty	0.819665
sedge	0.819665
waxen	0.819665
peaty	0.817903
gnash	0.817903
cupid	0.817903
edify	0.817903
hacky	0.817903
scald	0.816086
yokel	0.816086
ducky	0.816086
moray	0.814211
primp	0.812276
loupe	0.810278
dowel	0.810278
nappy	0.810278
mooch	0.810278
aster	0.808215
gorse	0.808215
chary	0.808215
biome	0.806083
debug	0.806083
dweeb	0.806083
spiff	0.806083
poser	0.803878
amigo	0.803878
covey	0.803878
twerp	0.801599
unfed	0.801599
strew	0.79924
hymen	0.79924
smarm	0.79924
gulch	0.79924
oaken	0.796798
deify	0.796798
mixup	0.796798
fungo	0.791648
recon	0.788932
beaut	0.788932
piste	0.786114
holey	0.786114
polis	0.786114
winey	0.786114
pupae	0.786114
playa	0.786114
incel	0.78319
adios	0.78319
butte	0.78319
glowy	0.78319
yappy	0.78319
plebe	0.780153
scape	0.776999
druid	0.776999
howdy	0.773721
scram	0.770311
whist	0.770311
schmo	0.770311
scull	0.770311
inure	0.766763
chino	0.766763
twerk	0.766763
mamma	0.766763
calve	0.763068
pricy	0.763068
rager	0.763068
filch	0.763068
axial	0.763068
swale	0.75922
eclat	0.75922
retch	0.75922
geode	0.75922
whirr	0.75922
pacer	0.755207
talon	0.755207
mange	0.755207
flume	0.755207
vroom	0.755207
gutty	0.755207
humus	0.755207
gayer	0.751022
doper	0.751022
dingo	0.751022
lorry	0.751022
hussy	0.751022
guppy	0.751022
remap	0.746654
knave	0.746654
emery	0.746654
boule	0.742091
paver	0.742091
frack	0.742091
molly	0.742091
icier	0.737323
bipod	0.737323
biped	0.732337
clomp	0.732337
wrack	0.732337
cilia	0.732337
scrod	0.727118
nutso	0.727118
steno	0.721654
spork	0.721654
datum	0.721654
sooth	0.715927
glyph	0.709921
whomp	0.709921
janky	0.709921
nitro	0.703619
idler	0.703619
reran	0.703619
abase	0.703619
mould	0.703619
veiny	0.703619
hanky	0.703619
ebook	0.703619
kissy	0.703619
padre	0.690045
ingot	0.690045
raver	0.690045
whelk	0.690045
shire	0.68273
belay	0.68273
borax	0.68273
trike	0.675032
tilde	0.675032
piker	0.675032
midge	0.675032
veldt	0.675032
astir	0.666933
verso	0.666933
boing	0.666933
fogey	0.666933
frump	0.666933
reify	0.65841
proto	0.65841
kempt	0.65841
lippy	0.65841
smush	0.65841
tapir	0.649443
ionic	0.649443
crick	0.649443
sabre	0.643804
croup	0.64001
payee	0.64001
atria	0.64001
jimmy	0.64001
karat	0.630088
smote	0.619653
spume	0.619653
dutch	0.619653
brava	0.608682
oxbow	0.608682
taser	0.597152
repot	0.597152
lacey	0.597152
matey	0.597152
boric	0.597152
harry	0.597152
umbra	0.597152
gunky	0.597152
oiler	0.585038
rajah	0.585038
willy	0.585038
rater	0.572318
bronc	0.572318
liege	0.572318
joist	0.572318
orate	0.55897
drake	0.55897
carer	0.55897
gazer	0.55897
bolus	0.55897
uvula	0.55897
mamba	0.55897
trice	0.544973
ovine	0.544973
brier	0.544973
adder	0.544973
neigh	0.530307
waken	0.530307
addle	0.530307
okapi	0.530307
ivied	0.530307
kvell	0.530307
lamer	0.514957
bevel	0.514957
malic	0.498911
jiffy	0.498911
groin	0.484234
relit	0.48216
aider	0.48216
poesy	0.48216
phage	0.48216
roper	0.48216
zonal	0.48216
feces	0.471734
nodal	0.464702
smith	0.464702
snoot	0.464702
judgy	0.464702
anole	0.446542
anode	0.446542
talus	0.446542
loess	0.446542
quoth	0.446542
kabob	0.446542
bible	0.441745
churl	0.427693
junto	0.427693
phish	0.427693
femme	0.414058
glute	0.408177
bursa	0.408177
eider	0.408177
bulgy	0.408177
whizz	0.408177
booty	0.379933
booby	0.344479
prick	0.330224
burka	0.229382
biddy	0.084845
metre	0.040132
baler	0.038803
deist	0.038803
torus	0.038803
lordy	0.038803
ester	0.038803
sigma	0.038803
theta	0.038803
nabob	0.038803
stile	0.03673
retie	0.03673
nosey	0.03673
asker	0.03673
barer	0.03673
tress	0.03673
pudge	0.03673
radii	0.03673
nimby	0.03673
wight	0.03673
dilly	0.03673
kappa	0.03673
prole	0.034604
uncap	0.034604
logon	0.034604
gloop	0.034604
bonny	0.034604
unbox	0.034604
leant	0.032434
telos	0.032434
sower	0.032434
scarp	0.032434
beryl	0.032434
vaunt	0.032434
bitsy	0.032434
hinky	0.032434
twixt	0.032434
elate	0.030229
parch	0.030229
fakir	0.030229
swash	0.030229
coati	0.028001
unset	0.028001
gnarl	0.028001
amuck	0.028001
lumen	0.025762
copay	0.025762
missy	0.025762
toney	0.023527
hider	0.023527
priss	0.023527
samey	0.021314
fader	0.021314
situp	0.021314
couth	0.021314
cheep	0.021314
edger	0.021314
avast	0.021314
cubit	0.019139
dozer	0.019139
hocus	0.019139
wooer	0.019139
outgo	0.019139
hoody	0.019139
frosh	0.017023
untag	0.017023
crump	0.017023
schwa	0.017023
hulky	0.017023
unpin	0.017023
lolly	0.017023
utile	0.014984
moper	0.014984
bogie	0.014984
joule	0.014984
corky	0.014984
befog	0.014984
litre	0.013667
wader	0.013042
shlep	0.013042
snarf	0.013042
parer	0.013042
corer	0.013042
gonad	0.013042
whelp	0.013042
conic	0.013042
ouija	0.013042
clade	0.011216
titer	0.011216
hirer	0.011216
baldy	0.011216
pshaw	0.011216
debar	0.009525
ogler	0.009525
tetra	0.009525
aunty	0.009525
plasm	0.009525
aboil	0.007983
dowse	0.007983
ducat	0.007983
xerox	0.007983
unjam	0.007983
doggo	0.007983
afore	0.006604
dicer	0.006604
ovate	0.006604
boney	0.006604
iliac	0.006604
naggy	0.006604
tufty	0.006604
ralph	0.0054
unsay	0.0054
rheum	0.0054
fubar	0.0054
lexis	0.0054
axion	0.0054
rebuy	0.004379
roger	0.004379
glamp	0.004379
swang	0.004379
defog	0.004379
humph	0.004379
caret	0.00353
caput	0.00353
unarm	0.00353
curer	0.00353
redub	0.00353
lemma	0.00353
achoo	0.00353
octal	0.002835
gloam	0.002835
refry	0.002835
gayly	0.002835
minim	0.002835
moult	0.002398
plier	0.002276
besot	0.002276
meshy	0.002276
retag	0.001841
mensa	0.001841
resaw	0.001841
tonga	0.001841
pipet	0.001841
evert	0.001841
educe	0.001841
abash	0.001841
brusk	0.001499
annal	0.001499
torah	0.000717
boner	0.000717
firth	0.00021
quran	0.000108
rated	0.000087
aired	0.000087
sated	0.000087
cared	0.000087
oared	0.000087
sired	0.000087
tased	0.000087
ailed	0.000087
pared	0.000087
arced	0.000087
raced	0.000087
soled	0.000087
sited	0.000087
toned	0.000087
cored	0.000087
riled	0.000087
tiled	0.000087
caned	0.000087
cased	0.000087
bared	0.000087
paled	0.000087
taped	0.000087
laced	0.000087
pored	0.000087
noted	0.000087
hated	0.000087
raged	0.000087
tamed	0.000087
lined	0.000087
acted	0.000087
mated	0.000087
lured	0.000087
cited	0.000087
coned	0.000087
oiled	0.000087
ruled	0.000087
hired	0.000087
roped	0.000087
bated	0.000087
gored	0.000087
fared	0.000087
nosed	0.000087
plied	0.000087
cured	0.000087
mired	0.000087
lamed	0.000087
poled	0.000087
tuned	0.000087
baled	0.000087
luted	0.000087
aimed	0.000087
caped	0.000087
shoed	0.000087
piled	0.000087
paced	0.000087
toyed	0.000087
raked	0.000087
holed	0.000087
outed	0.000087
robed	0.000087
posed	0.000087
based	0.000087
fated	0.000087
loped	0.000087
honed	0.000087
eared	0.000087
pined	0.000087
timed	0.000087
named	0.000087
koran	0.000087
clued	0.000087
caged	0.000087
hosed	0.000087
sawed	0.000087
abled	0.000087
treed	0.000087
raved	0.000087
orbed	0.000087
fired	0.000087
boned	0.000087
coped	0.000087
mined	0.000087
waned	0.000087
lobed	0.000087
wired	0.000087
saved	0.000087
paged	0.000087
opted	0.000087
ashed	0.000087
gaped	0.000087
rowed	0.000087
flied	0.000087
laved	0.000087
muted	0.000087
gamed	0.000087
caked	0.000087
skied	0.000087
towed	0.000087
urged	0.000087
eased	0.000087
bayed	0.000087
glued	0.000087
dared	0.000087
ached	0.000087
faced	0.000087
sowed	0.000087
irked	0.000087
cawed	0.000087
filed	0.000087
roved	0.000087
hoped	0.000087
wiled	0.000087
tubed	0.000087
amped	0.000087
razed	0.000087
fined	0.000087
voted	0.000087
ogled	0.000087
liked	0.000087
mused	0.000087
caved	0.000087
asked	0.000087
homed	0.000087
pawed	0.000087
wined	0.000087
taxed	0.000087
dated	0.000087
typed	0.000087
lubed	0.000087
loved	0.000087
toted	0.000087
bused	0.000087
cowed	0.000087
paved	0.000087
lazed	0.000087
lived	0.000087
vined	0.000087
waged	0.000087
cubed	0.000087
vaped	0.000087
owned	0.000087
aided	0.000087
poked	0.000087
gibed	0.000087
fused	0.000087
doted	0.000087
cooed	0.000087
piked	0.000087
doled	0.000087
sized	0.000087
sided	0.000087
tided	0.000087
inked	0.000087
meted	0.000087
wiped	0.000087
hiked	0.000087
faked	0.000087
zoned	0.000087
mowed	0.000087
miked	0.000087
dosed	0.000087
yoked	0.000087
nuked	0.000087
waked	0.000087
dined	0.000087
bowed	0.000087
biked	0.000087
moved	0.000087
imbed	0.000087
hazed	0.000087
hived	0.000087
coded	0.000087
coxed	0.000087
puked	0.000087
hyped	0.000087
mooed	0.000087
waved	0.000087
maxed	0.000087
gazed	0.000087
feted	0.000087
nixed	0.000087
booed	0.000087
fumed	0.000087
diced	0.000087
idled	0.000087
sewed	0.000087
doped	0.000087
piped	0.000087
fazed	0.000087
faxed	0.000087
faded	0.000087
vowed	0.000087
erred	0.000087
wooed	0.000087
mixed	0.000087
kneed	0.000087
boded	0.000087
boxed	0.000087
waxed	0.000087
waded	0.000087
mimed	0.000087
bided	0.000087
jawed	0.000087
jibed	0.000087
duped	0.000087
keyed	0.000087
fixed	0.000087
hewed	0.000087
diked	0.000087
joked	0.000087
mewed	0.000087
upped	0.000087
wowed	0.000087
dived	0.000087
dazed	0.000087
ceded	0.000087
duked	0.000087
oozed	0.000087
ended	0.000087
offed	0.000087
juked	0.000087
dozed	0.000087
hexed	0.000087
added	0.000087
edged	0.000087
egged	0.000087
vexed	0.000087
ebbed	0.000087
tarse	0
tiare	0
soare	0
roate	0
raile	0
reast	0
sater	0
salet	0
raine	0
ranse	0
ariel	0
saine	0
artel	0
taler	0
tares	0
carle	0
carse	0
ratel	0
strae	0
slane	0
torse	0
earst	0
carne	0
tears	0
sacre	0
prate	0
seral	0
trone	0
paire	0
resat	0
saice	0
trine	0
rates	0
toile	0
parte	0
earnt	0
antre	0
liane	0
trape	0
peart	0
sorel	0
coate	0
reist	0
teras	0
urate	0
oater	0
alose	0
seria	0
stane	0
parle	0
slier	0
lares	0
toise	0
stire	0
realo	0
olate	0
arles	0
aesir	0
tries	0
rance	0
roset	0
prase	0
rales	0
setal	0
arets	0
ronte	0
stear	0
aline	0
reals	0
tales	0
tared	0
laten	0
teals	0
noire	0
ranes	0
sared	0
serai	0
terai	0
rione	0
reais	0
soler	0
maire	0
lears	0
porae	0
stoae	0
alure	0
cares	0
tores	0
ariot	0
slart	0
reans	0
tires	0
caner	0
tiler	0
anile	0
marse	0
retia	0
siler	0
urase	0
scrae	0
aeros	0
caser	0
derat	0
liart	0
nares	0
thrae	0
corse	0
pater	0
sarge	0
paise	0
crise	0
targe	0
salue	0
armet	0
norie	0
laers	0
taels	0
marle	0
riant	0
tolar	0
leats	0
palet	0
rathe	0
resit	0
senor	0
lacet	0
oriel	0
serin	0
nitre	0
nacre	0
serac	0
rouet	0
deair	0
aloes	0
rotes	0
poire	0
ramet	0
petar	0
oaten	0
tinea	0
orant	0
reoil	0
nears	0
paren	0
pareo	0
crine	0
earls	0
irone	0
seron	0
thale	0
rites	0
porte	0
sayer	0
sarin	0
ruote	0
neral	0
ramse	0
adret	0
arled	0
crape	0
earns	0
lanes	0
slade	0
carpe	0
sorta	0
toran	0
naice	0
soral	0
morae	0
spaer	0
loast	0
potae	0
haole	0
maile	0
pares	0
lacer	0
patel	0
daine	0
repat	0
ramie	0
telia	0
taros	0
irade	0
dearn	0
larnt	0
leans	0
maise	0
roule	0
tesla	0
lores	0
loure	0
urite	0
roist	0
sient	0
silen	0
arsed	0
claes	0
aures	0
tride	0
races	0
tiers	0
roles	0
dares	0
diane	0
brane	0
spale	0
laide	0
raned	0
rayne	0
rayle	0
cates	0
nates	0
raits	0
ceria	0
ceorl	0
tiars	0
oilet	0
ursae	0
mater	0
prise	0
noter	0
thane	0
trode	0
retin	0
dorse	0
tuile	0
citer	0
toles	0
danse	0
toras	0
scire	0
trona	0
arsey	0
sayne	0
halse	0
toeas	0
leary	0
drole	0
frate	0
apert	0
clote	0
clart	0
neats	0
alist	0
eatin	0
heast	0
rotal	0
neato	0
sager	0
rased	0
argle	0
tenia	0
rones	0
leirs	0
salep	0
riato	0
naieo	0
pears	0
cries	0
faire	0
tiles	0
baile	0
gater	0
plore	0
crame	0
sored	0
moire	0
riles	0
apter	0
haler	0
denar	0
tarns	0
aeons	0
arpen	0
teils	0
ayrie	0
chare	0
tones	0
lader	0
cruet	0
niter	0
paten	0
touse	0
throe	0
hares	0
terns	0
taber	0
rotan	0
saned	0
triol	0
neist	0
hanse	0
crena	0
tarsi	0
taces	0
rails	0
dears	0
coset	0
cores	0
spane	0
lated	0
elain	0
surat	0
antes	0
coure	0
neals	0
pilae	0
preta	0
saree	0
solei	0
socle	0
amore	0
trues	0
farse	0
clair	0
seton	0
feart	0
resto	0
conte	0
rines	0
tapen	0
lotes	0
segar	0
ratos	0
sonce	0
rimae	0
areic	0
recal	0
wrate	0
mares	0
curet	0
roted	0
canes	0
stean	0
lairs	0
manet	0
sture	0
rotas	0
piert	0
aloed	0
roans	0
ahole	0
perst	0
satem	0
resol	0
samel	0
cires	0
airts	0
lirot	0
acoel	0
maerl	0
morse	0
tails	0
mitre	0
stade	0
reins	0
acres	0
rapes	0
blate	0
artis	0
rince	0
lites	0
noser	0
raike	0
stela	0
salto	0
recta	0
aiery	0
lyase	0
sieur	0
doter	0
toper	0
hears	0
mante	0
tines	0
shier	0
acone	0
recit	0
seare	0
coste	0
maser	0
rials	0
farle	0
blaer	0
cosie	0
erica	0
riels	0
nerol	0
orles	0
rains	0
cline	0
caple	0
losen	0
lande	0
phare	0
starn	0
pates	0
curie	0
cabre	0
aurei	0
rouen	0
rosit	0
gares	0
uraei	0
arils	0
royet	0
neosa	0
reaps	0
dates	0
tapes	0
sider	0
aimer	0
sault	0
cadie	0
manie	0
sceat	0
liers	0
loran	0
slipe	0
shoer	0
crein	0
reate	0
teins	0
taroc	0
roake	0
braes	0
presa	0
togae	0
laris	0
todea	0
reads	0
liars	0
pales	0
prest	0
trios	0
laces	0
scart	0
laned	0
caron	0
peats	0
steil	0
ourie	0
licet	0
drant	0
santo	0
rosal	0
ureal	0
locie	0
lutea	0
ayres	0
rents	0
poler	0
rants	0
years	0
shite	0
louie	0
spier	0
dries	0
bares	0
cruse	0
morne	0
pries	0
apres	0
hoise	0
troad	0
dales	0
rames	0
snirt	0
trois	0
ancle	0
toyer	0
elans	0
relos	0
sarod	0
seric	0
ruice	0
netas	0
perai	0
eorls	0
eiron	0
sloan	0
peals	0
abore	0
shart	0
thole	0
orals	0
sepal	0
luter	0
redan	0
poset	0
drest	0
ronde	0
dolie	0
grise	0
lased	0
renos	0
arete	0
scote	0
samen	0
resay	0
tepal	0
sapor	0
roues	0
clies	0
renay	0
osier	0
alces	0
pores	0
carts	0
gears	0
smore	0
shiel	0
speat	0
scrat	0
prent	0
drice	0
rhone	0
brise	0
clast	0
raith	0
toled	0
trave	0
certs	0
baser	0
moile	0
rithe	0
retam	0
lunet	0
tains	0
claro	0
solde	0
stria	0
elint	0
selah	0
loipe	0
birse	0
goier	0
ranis	0
arnut	0
arnis	0
airns	0
deals	0
doner	0
lines	0
piler	0
rhine	0
rages	0
leany	0
sware	0
hates	0
cripe	0
crost	0
boart	0
pance	0
shote	0
leare	0
solan	0
dores	0
senti	0
trema	0
tolan	0
nerts	0
laree	0
triac	0
ceros	0
orans	0
tsade	0
ocrea	0
ordie	0
urent	0
terga	0
notes	0
reams	0
parol	0
tames	0
spile	0
saunt	0
panes	0
madre	0
spart	0
rosed	0
doser	0
drent	0
morat	0
belar	0
theor	0
oread	0
teads	0
birle	0
pilea	0
paseo	0
larns	0
soyle	0
ulnae	0
afret	0
tiros	0
aruhe	0
vaire	0
cesta	0
peola	0
isnae	0
beira	0
riots	0
heats	0
salut	0
groat	0
clame	0
aport	0
brose	0
blore	0
parge	0
drail	0
amole	0
souce	0
cotes	0
hared	0
coles	0
naled	0
boite	0
lento	0
liras	0
hales	0
lades	0
sucre	0
septa	0
tians	0
arith	0
ureas	0
olent	0
royne	0
seity	0
redia	0
nelia	0
acies	0
aunes	0
bears	0
mates	0
grone	0
waite	0
ranke	0
poste	0
rache	0
torsi	0
anted	0
repas	0
hause	0
peans	0
siled	0
saker	0
suent	0
soger	0
trapo	0
yates	0
tolas	0
crias	0
labne	0
naris	0
teloi	0
alecs	0
ahent	0
osetr	0
loans	0
meats	0
heals	0
piner	0
sprat	0
padle	0
laird	0
crake	0
deans	0
lures	0
trued	0
cager	0
rices	0
nites	0
cites	0
acred	0
acers	0
ranee	0
tarre	0
sithe	0
recto	0
sural	0
speir	0
rotis	0
roany	0
sutor	0
carls	0
noles	0
paeon	0
panir	0
minae	0
sonde	0
lepra	0
noule	0
maleo	0
urena	0
shtar	0
oiran	0
loper	0
deary	0
frite	0
gates	0
namer	0
males	0
blear	0
roils	0
slyer	0
riley	0
hires	0
neath	0
garde	0
honer	0
hoser	0
aides	0
pareu	0
trons	0
aglet	0
doest	0
lairy	0
tosed	0
borel	0
retip	0
culet	0
proal	0
roble	0
ceils	0
tawer	0
repla	0
carns	0
canst	0
tardo	0
istle	0
pelta	0
rhies	0
teams	0
meals	0
cones	0
sheal	0
laude	0
curat	0
enrol	0
glace	0
caber	0
asper	0
sawer	0
bolet	0
poral	0
troke	0
saith	0
crans	0
molie	0
macle	0
coria	0
soree	0
yales	0
luser	0
lotsa	0
arene	0
loirs	0
eards	0
olpae	0
psoae	0
ioras	0
toils	0
crome	0
leaps	0
moler	0
stipe	0
rules	0
raped	0
plies	0
rodes	0
heirs	0
reman	0
brast	0
corey	0
gales	0
artly	0
stied	0
gilet	0
liard	0
macer	0
prats	0
airth	0
ablet	0
prial	0
raphe	0
preon	0
syren	0
tules	0
tirls	0
eloin	0
lyart	0
macte	0
geats	0
siree	0
haets	0
ropes	0
leads	0
pairs	0
blite	0
coats	0
porta	0
faine	0
mores	0
tache	0
fares	0
tined	0
amine	0
altos	0
runes	0
barde	0
bates	0
perts	0
lited	0
hance	0
ploat	0
sured	0
pated	0
meril	0
outie	0
slaty	0
hoast	0
apers	0
pieta	0
besat	0
sutra	0
arish	0
telco	0
druse	0
lotas	0
peris	0
notal	0
tawse	0
lenis	0
tabes	0
tices	0
setae	0
tepas	0
resam	0
blaes	0
noria	0
parts	0
artic	0
pilar	0
rides	0
coals	0
prost	0
stary	0
tarte	0
plast	0
liens	0
daint	0
monte	0
geist	0
sewar	0
styre	0
tabor	0
mires	0
sined	0
arret	0
aloin	0
drats	0
aroid	0
trins	0
caird	0
regot	0
alios	0
crues	0
prian	0
roins	0
yores	0
comae	0
erics	0
pelas	0
tawie	0
geals	0
runce	0
taish	0
rheas	0
caneh	0
nosir	0
praos	0
yrent	0
racon	0
speal	0
tyres	0
lames	0
stope	0
manes	0
brant	0
moner	0
enlit	0
tyler	0
doers	0
grice	0
grame	0
libre	0
potes	0
gores	0
hoten	0
maist	0
deray	0
snied	0
